date,rawContent,renderedContent,id,place
2021-09-21 23:54:53+00:00,AFIRE urges Democrats to stick to their commitment to pursue every possible avenue in Congress to pass a pathway to citizenship. Our community is powerful and continues to make waves for Filipinx/a/o immigrants. (3/4) https://t.co/FydV4kLpUt,AFIRE urges Democrats to stick to their commitment to pursue every possible avenue in Congress to pass a pathway to citizenship. Our community is powerful and continues to make waves for Filipinx/a/o immigrants. (3/4) https://t.co/FydV4kLpUt,1440464582502350857,
2021-09-21 23:54:52+00:00,"immigrants (including 320,000 Filipinx/a/os), Dreamers, farmworkers, and essential workers who have been on the frontlines of the pandemic. While this ruling is disappointing, this is only one proposal and not the end of the fight. We will press on. (2/4) https://t.co/IfMTRFJzeK","immigrants (including 320,000 Filipinx/a/os), Dreamers, farmworkers, and essential workers who have been on the frontlines of the pandemic. While this ruling is disappointing, this is only one proposal and not the end of the fight. We will press on. (2/4) https://t.co/IfMTRFJzeK",1440464578488377349,
2021-09-21 23:54:46+00:00,@JoshMandelOhio Sadly this is not unique. There is significant self hatred in the immigrant community. Sometimes this self hatred grows to the point of attacking other immigrants in a desperate attempt to legitimize the attackers existence. Very sad.,@JoshMandelOhio Sadly this is not unique. There is significant self hatred in the immigrant community. Sometimes this self hatred grows to the point of attacking other immigrants in a desperate attempt to legitimize the attackers existence. Very sad.,1440464553674903560,
2021-09-21 23:54:35+00:00,"@ObnoxionRey @NurseLife2019 @dailyconcern @RonFilipkowski I've removed posts due to the fact people think the context of it is something else. ""Preach it, America first"" Yes I'm all for my version of America first. We started as a country of immigrants. We can be a world super power and still have a heart for the rest of the world","@ObnoxionRey @NurseLife2019 @dailyconcern @RonFilipkowski I've removed posts due to the fact people think the context of it is something else. ""Preach it, America first"" Yes I'm all for my version of America first. We started as a country of immigrants. We can be a world super power and still have a heart for the rest of the world",1440464504488226817,
2021-09-21 23:54:32+00:00,"@therealpeterm @Monarch19671 @FinderGrail nah its the hardcore anti-communism. The cuban immigrants skew older than the us population, so that kinda explains it. But Cuban immigrants' American-born children usually vote Dem, which is part of the reason why the Cuban vote is gradually shifting leftwards","@therealpeterm @Monarch19671 @FinderGrail nah its the hardcore anti-communism. The cuban immigrants skew older than the us population, so that kinda explains it. But Cuban immigrants' American-born children usually vote Dem, which is part of the reason why the Cuban vote is gradually shifting leftwards",1440464492316348421,
2021-09-21 23:54:29+00:00,@FireandIce1227 @PhilScott4VT is a sellout. Just wait for all the illegal immigrants to start flooding VT. He'll wish he would've chosen differently.,@FireandIce1227 @PhilScott4VT is a sellout. Just wait for all the illegal immigrants to start flooding VT. He'll wish he would've chosen differently.,1440464482753396742,
2021-09-21 23:54:17+00:00,@detroitnews Then the DHS Chief should send more help to the border patrol so they can remove these unlawful immigrants humanely!! Shame on our government for turning their backs on this issue that is endangering our country.,@detroitnews Then the DHS Chief should send more help to the border patrol so they can remove these unlawful immigrants humanely!! Shame on our government for turning their backs on this issue that is endangering our country.,1440464430521733121,
2021-09-21 23:54:17+00:00,"@HouseJudiciary @POTUS Trump and now Biden is doing the same for legal immigrants , first of all solve the binding issue and fix the damages behind #MuslimBan 
#DiversityVisa lottery winners 2017-2021 are in deep suffering its time to end the nightmare","@HouseJudiciary @POTUS Trump and now Biden is doing the same for legal immigrants , first of all solve the binding issue and fix the damages behind #MuslimBan 
#DiversityVisa lottery winners 2017-2021 are in deep suffering its time to end the nightmare",1440464429401862147,
2021-09-21 23:53:54+00:00,@USCISDirector @USCIS Sadly it's not a day that indian legal immigrants stuck in employment based categories will see in their lifetime.,@USCISDirector @USCIS Sadly it's not a day that indian legal immigrants stuck in employment based categories will see in their lifetime.,1440464335587864581,
2021-09-21 23:53:45+00:00,"@FoxNews What the mainstream media (which doesn't include Fox, because their famous cable shows are not mainstream) did NOT show in all these many photos and video and audio, is the border guards welcoming immigrants with hugs and cake &amp; ice cream!!!","@FoxNews What the mainstream media (which doesn't include Fox, because their famous cable shows are not mainstream) did NOT show in all these many photos and video and audio, is the border guards welcoming immigrants with hugs and cake &amp; ice cream!!!",1440464297021231107,
2021-09-21 23:53:40+00:00,"@maziehirono #DiversityVisa are legal immigrants , 
are we worthy for your attention? 
we've been legally selected ,interviewed and charged for all the costs for what??
is there any justice and fairness?","@maziehirono #DiversityVisa are legal immigrants , 
are we worthy for your attention? 
we've been legally selected ,interviewed and charged for all the costs for what??
is there any justice and fairness?",1440464273835118599,
2021-09-21 23:53:32+00:00,"Ancient DNA rewrites early Japanese history -- 'The spread of agriculture is often marked by population replacement,However..prehistoric Japan involved.. assimilation.. almost equal genetic contributions from the indigenous Jomon and new immigrants' https://t.co/EAJIVTevWR","Ancient DNA rewrites early Japanese history -- 'The spread of agriculture is often marked by population replacement,However..prehistoric Japan involved.. assimilation.. almost equal genetic contributions from the indigenous Jomon and new immigrants' sott.net/article/458488…",1440464240402329608,
2021-09-21 23:53:25+00:00,"@repcleaver what about legal immigrants?!
#DiversityVisa are waiting for justice ,
no one is considering us .","@repcleaver what about legal immigrants?!
#DiversityVisa are waiting for justice ,
no one is considering us .",1440464213974024202,
2021-09-21 23:53:23+00:00,@thereidout @SecMayorkas This title 42 is used to blame immigrants for the spread of covid19 and this a false narrative. This was just used as as way to deport black and brown people. Seeking Asylum is just being voided.,@thereidout @SecMayorkas This title 42 is used to blame immigrants for the spread of covid19 and this a false narrative. This was just used as as way to deport black and brown people. Seeking Asylum is just being voided.,1440464202624221195,
2021-09-21 23:52:56+00:00,@nypost They should give it to illegal immigrants,@nypost They should give it to illegal immigrants,1440464092280475652,
2021-09-21 23:52:52+00:00,"COVID-19 has not stopped sexual exploitation in Hawai'i. This post is from a website where sex buyers share info about the local sex trade. It's full of red flags, like the victim having a scar and being an immigrant. At @imuaalliance, this is who we fight for. #sextrafficking https://t.co/tTNCn8LIzK","COVID-19 has not stopped sexual exploitation in Hawai'i. This post is from a website where sex buyers share info about the local sex trade. It's full of red flags, like the victim having a scar and being an immigrant. At @imuaalliance, this is who we fight for. #sextrafficking https://t.co/tTNCn8LIzK",1440464073221500934,
2021-09-21 23:52:50+00:00,@haggetha It’s fine. I just wanted to warn people about the optics of questioning Haitians being at the US-Mexico border as if black immigrants don’t exist or as if Haiti as country hasn’t been destabilized for over a decade.,@haggetha It’s fine. I just wanted to warn people about the optics of questioning Haitians being at the US-Mexico border as if black immigrants don’t exist or as if Haiti as country hasn’t been destabilized for over a decade.,1440464066435182598,
2021-09-21 23:52:45+00:00,@ffswdfcsd @wx__vane @CPC_HQ 33% of people don't care much about national debt. Immigrants seem more likely vote for Liberal. Conservative party need to do a thorough search on their policy or strategy to understand immigrants.,@ffswdfcsd @wx__vane @CPC_HQ 33% of people don't care much about national debt. Immigrants seem more likely vote for Liberal. Conservative party need to do a thorough search on their policy or strategy to understand immigrants.,1440464044427603969,
2021-09-21 23:52:41+00:00,"This whole “don’t make fun of anti vaxxers they will turn to the right wing” like…sorry you saw some tweets that said “horse paste?! &amp; NOW you hate immigrants what? 

Grow the fuck up","This whole “don’t make fun of anti vaxxers they will turn to the right wing” like…sorry you saw some tweets that said “horse paste?! &amp; NOW you hate immigrants what? 

Grow the fuck up",1440464026513784842,
2021-09-21 23:52:35+00:00,"@mikeytheweasel Wet foot, dry foot gave preference to Cuban immigrants but Obama did away with it. It wasn't drawn on political lines, that I ever knew about. Cubans have been coming to S FL for decades and have more clout than other immigrants, is what it was about. https://t.co/T1OzaE9WmV","@mikeytheweasel Wet foot, dry foot gave preference to Cuban immigrants but Obama did away with it. It wasn't drawn on political lines, that I ever knew about. Cubans have been coming to S FL for decades and have more clout than other immigrants, is what it was about. npr.org/sections/codes…",1440464002421702674,
2021-09-21 23:52:32+00:00,@rafuhrim @politico We should have provided undocumented immigrants legal status prior to the census.,@rafuhrim @politico We should have provided undocumented immigrants legal status prior to the census.,1440463991856254991,
2021-09-21 23:52:25+00:00,"@AligidirEritrea @RepKarenBass @USEmbassyAddis @StateDeptSpox @SecBlinken @DemekeHasen @PMEthiopia @NeaminZeleke @eliasamare @AnnGarrison @USAmbUN @deb30911 @Bahir_1 @hannamendesil @b_nick @JohnYKidane1 @BisratLKabeta @GraceHoneypot @2bEritrean @PLPSD @BronwynBruton They're too Black. If they were tan skinned mestizos, then the Democrats would talk about immigrant rights. As usual, immigrant rights is subjective based on what they look like, among other issues.","@AligidirEritrea @RepKarenBass @USEmbassyAddis @StateDeptSpox @SecBlinken @DemekeHasen @PMEthiopia @NeaminZeleke @eliasamare @AnnGarrison @USAmbUN @deb30911 @Bahir_1 @hannamendesil @b_nick @JohnYKidane1 @BisratLKabeta @GraceHoneypot @2bEritrean @PLPSD @BronwynBruton They're too Black. If they were tan skinned mestizos, then the Democrats would talk about immigrant rights. As usual, immigrant rights is subjective based on what they look like, among other issues.",1440463960247980047,
2021-09-21 23:52:17+00:00,"@kayleighmcenany The border patrol who were beating immigrants? As Jen repeated and due to Covid,measures according to the CDC guidelines, Title 42 are being followed. Of course the Trumpers are lying and spreading misinformation once again. It's getting old!","@kayleighmcenany The border patrol who were beating immigrants? As Jen repeated and due to Covid,measures according to the CDC guidelines, Title 42 are being followed. Of course the Trumpers are lying and spreading misinformation once again. It's getting old!",1440463928237035520,
2021-09-21 23:52:15+00:00,"@FoxNews According to Joy Reid's live interview with Secretary Mayorkis, these individuals are on (I believe he said) paid administrative leave, and will not be dealing with immigrants.","@FoxNews According to Joy Reid's live interview with Secretary Mayorkis, these individuals are on (I believe he said) paid administrative leave, and will not be dealing with immigrants.",1440463919194075151,
2021-09-21 23:52:14+00:00,@DemsH8USA Also the Middletown property is really big with plenty of room for illegal immigrants to pitch their makeshift tents. Stop by ASAP. Milk and cookies at bedtime.,@DemsH8USA Also the Middletown property is really big with plenty of room for illegal immigrants to pitch their makeshift tents. Stop by ASAP. Milk and cookies at bedtime.,1440463915494739974,
2021-09-21 23:52:14+00:00,@Polysesouvient @kinsellawarren @CPC_HQ It made ZERO impact with the immigrants in 905 who gave Steven Harper a path to victory. Faulty analysis. If being more progressive made a difference why do Tories have the same result under Scheer &amp; O’Toole &amp; can’t get Harpers #? Halo effect,@Polysesouvient @kinsellawarren @CPC_HQ It made ZERO impact with the immigrants in 905 who gave Steven Harper a path to victory. Faulty analysis. If being more progressive made a difference why do Tories have the same result under Scheer &amp; O’Toole &amp; can’t get Harpers #? Halo effect,1440463915150811140,
2021-09-21 23:52:02+00:00,@VNSFRK @dontwhine1 @CNN Watch the documentary call The Darien Gap. It’s about the Haitian immigrant problem filmed in 2017 by CBS documenting what they’re willing to do to get out of Brazil and across American borders. Thousands of them. Every day. For years.,@VNSFRK @dontwhine1 @CNN Watch the documentary call The Darien Gap. It’s about the Haitian immigrant problem filmed in 2017 by CBS documenting what they’re willing to do to get out of Brazil and across American borders. Thousands of them. Every day. For years.,1440463865305653250,
2021-09-21 23:52:00+00:00,"@GeraldoRivera Would be an interesting premise. But, broad assumptions are problematic. I have known more Cuban immigrants and their family members who are Democrats than Republicans.","@GeraldoRivera Would be an interesting premise. But, broad assumptions are problematic. I have known more Cuban immigrants and their family members who are Democrats than Republicans.",1440463857990787074,
2021-09-21 23:51:58+00:00,Where is the good old Texas rainstorm when you need 1 about a 3-day good hard rain in this section of Texas we have a pandemic across America why can't governors Anaya relocation cuz their states because of Public Health the spikes and civic deaths an immigrants directly related,Where is the good old Texas rainstorm when you need 1 about a 3-day good hard rain in this section of Texas we have a pandemic across America why can't governors Anaya relocation cuz their states because of Public Health the spikes and civic deaths an immigrants directly related,1440463847609888768,
2021-09-21 23:51:50+00:00,"@Labneh213 @pumpactionmusk1 @ray_davee @cameron_kasky Regardless of right wing scare tactics, drug and human trafficking are very real threats. And the possibility of an overwhelming crush of immigrants would have a very real impact.
I adore and admire the Hispanic people. I've lived and worked with them all my life. How dare you!","@Labneh213 @pumpactionmusk1 @ray_davee @cameron_kasky Regardless of right wing scare tactics, drug and human trafficking are very real threats. And the possibility of an overwhelming crush of immigrants would have a very real impact.
I adore and admire the Hispanic people. I've lived and worked with them all my life. How dare you!",1440463812579061770,
2021-09-21 23:51:39+00:00,Why immigrant countries have forgotten Afghan refugees in Indonesia https://t.co/4OrlSm8j1G,Why immigrant countries have forgotten Afghan refugees in Indonesia https://t.co/4OrlSm8j1G,1440463769843351552,
